image_path,lat,lon,city,country,timestamp,aqi,pm25,pm10,temp,humidity,wind,satellite_path,news,source_dataset,orig_path,aqi_continuous,sat_brightness,sat_blur,aqi_fetch,pm25_fetch,pm10_fetch,temp_fetch,humidity_fetch,pressure_fetch,visibility_fetch,wind_fetch,wind_deg_fetch,feels_like_fetch,dew_point_fetch,timestamp_dt,scene_type,scene_label,is_night
data/images/128/Data_Distribution_2025-11-18_16-07-22_5df62076.jpg,,,,,,,,,,,,,,Air Pollution Image Dataset,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Data Distribution.png,,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-20_2025-11-18_16-07-22_69ae8f12.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-20.jpg,90.55098116563018,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-34_2025-11-18_16-07-22_7278201a.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-34.jpg,110.04757788285832,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-35_2025-11-18_16-07-22_03285a7a.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-35.jpg,80.88352613869732,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-21_2025-11-18_16-07-22_3e8aac9d.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-21.jpg,96.76999307072144,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-37_2025-11-18_16-07-22_a16d19aa.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-37.jpg,117.44764191540736,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-23_2025-11-18_16-07-22_e3ba7f5d.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-23.jpg,106.9160722580602,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-9_2025-11-18_16-07-22_74a8aaad.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-9.jpg,104.90050272797224,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-8_2025-11-18_16-07-22_786a69a3.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-8.jpg,91.7966295324592,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-22_2025-11-18_16-07-22_0c24c507.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-22.jpg,99.90851556046177,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-36_2025-11-18_16-07-22_8387363e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-36.jpg,110.65093142373291,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-32_2025-11-18_16-07-22_d814a805.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-32.jpg,97.25340213560273,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-26_2025-11-18_16-07-22_41e2e40b.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-26.jpg,114.87042585728574,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-27_2025-11-18_16-07-22_5a020989.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-27.jpg,101.94202212824172,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-33_2025-11-18_16-07-22_1ddc1b92.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-33.jpg,108.93749633195796,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-19_2025-11-18_16-07-22_abea0579.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-19.jpg,107.81275213419674,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-25_2025-11-18_16-07-22_e7790b5d.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-25.jpg,84.17793192858396,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-31_2025-11-18_16-07-22_6ba607ee.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-31.jpg,110.92331289558238,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-30_2025-11-18_16-07-22_0422023e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-30.jpg,114.3387750019474,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-24_2025-11-18_16-07-22_67e8c199.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-24.jpg,101.0170289296096,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-18_2025-11-18_16-07-22_aac83f3d.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-18.jpg,87.04925238184438,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-12_2025-11-18_16-07-22_cfecc3a3.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-12.jpg,118.48043859328028,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-43_2025-11-18_16-07-22_4217a48c.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-43.jpg,114.73833764498464,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-4_2025-11-18_16-07-22_422fd0fe.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-4.jpg,84.58343508061932,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-57_2025-11-18_16-07-22_390381d6.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-57.jpg,113.9145880247207,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-56_2025-11-18_16-07-22_04ae469a.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-56.jpg,89.02726608568365,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-42_2025-11-18_16-07-22_e85c383e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-42.jpg,85.99822410687212,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-13_2025-11-18_16-07-22_8b7ed2e9.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-13.jpg,116.61766623334238,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-8_2025-11-18_16-07-22_9bad1ad5.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-8.jpg,100.45125852522752,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-39_2025-11-18_16-07-22_e2a3da55.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-39.jpg,90.48164969967289,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-11_2025-11-18_16-07-22_58fe1b9c.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-11.jpg,87.77225528632484,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-54_2025-11-18_16-07-22_e380cb86.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-54.jpg,95.79149571551972,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-40_2025-11-18_16-07-22_b39c704f.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-40.jpg,88.70690181251102,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-68_2025-11-18_16-07-22_4644d4fc.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-68.jpg,90.4717580420527,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-69_2025-11-18_16-07-22_f7c5fa6e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-69.jpg,91.6263379256732,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-41_2025-11-18_16-07-22_4ce56858.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-41.jpg,96.0356369280382,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-55_2025-11-18_16-07-22_30b6533e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-55.jpg,97.54324694076726,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-10_2025-11-18_16-07-22_e8461008.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-10.jpg,112.57766164653786,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-38_2025-11-18_16-07-22_76f34899.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-38.jpg,89.16025683712682,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-9_2025-11-18_16-07-22_d7fe9aee.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-9.jpg,95.49148450731262,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-14_2025-11-18_16-07-22_4e0e3830.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-14.jpg,93.859776304544,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-28_2025-11-18_16-07-22_636380b6.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-28.jpg,91.37227740208832,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2_2025-11-18_16-07-22_62d2c734.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2.jpg,113.0223998738402,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-51_2025-11-18_16-07-22_0df9e993.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-51.jpg,107.90794509055816,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-45_2025-11-18_16-07-22_0ca7f1dd.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-45.jpg,80.47627803310948,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-44_2025-11-18_16-07-22_d6452f7a.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-44.jpg,115.54464389867395,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-3_2025-11-18_16-07-22_177f3ce8.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-3.jpg,106.68888983230262,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-50_2025-11-18_16-07-22_629bf938.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-50.jpg,97.9207045470172,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-29_2025-11-18_16-07-22_00c2d9b0.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-29.jpg,102.50950839085677,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-15_2025-11-18_16-07-22_91a832a4.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-15.jpg,94.38558128195858,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-17_2025-11-18_16-07-22_333c272e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-17.jpg,86.04101418876603,,,,,,,,,,,,,,,unknown,-1,0
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-46_2025-11-18_16-07-22_7b9bf00e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-46.jpg,106.76680006476384,,,,,,,,,,,,,,,unknown,-1,0
