image_path,lat,lon,city,country,timestamp,aqi,pm25,pm10,temp,humidity,wind,satellite_path,news,source_dataset,orig_path,aqi_continuous,img_brightness,img_lap_var,img_contrast
data/images/128/Data_Distribution_2025-11-18_16-07-22_5df62076.jpg,,,,,,,,,,,,,,Air Pollution Image Dataset,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Data Distribution.png,,0.827606201171875,1794.6691808365285,67.18318751997104
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-20_2025-11-18_16-07-22_69ae8f12.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-20.jpg,90.55098116563018,0.6021295189857483,617.0700501799583,78.46239674390212
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-34_2025-11-18_16-07-22_7278201a.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-34.jpg,110.04757788285832,0.49603864550590515,925.8217458724976,80.00116129640922
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-35_2025-11-18_16-07-22_03285a7a.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-35.jpg,80.88352613869732,0.49011221528053284,983.555035457015,79.30751516571381
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-21_2025-11-18_16-07-22_3e8aac9d.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-21.jpg,96.76999307072144,0.6022220253944397,645.8527688831091,77.92070553131308
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-37_2025-11-18_16-07-22_a16d19aa.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-37.jpg,117.44764191540736,0.4799478352069855,1014.6075666993856,77.95161346517303
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-23_2025-11-18_16-07-22_e3ba7f5d.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-23.jpg,106.9160722580602,0.5937685370445251,714.5124901197851,79.17248834438188
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-9_2025-11-18_16-07-22_74a8aaad.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-9.jpg,104.90050272797224,0.43059393763542175,2542.6338416188955,51.208464349602735
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-8_2025-11-18_16-07-22_786a69a3.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-8.jpg,91.7966295324592,0.43400838971138,2602.405683979392,47.94093806721127
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-22_2025-11-18_16-07-22_0c24c507.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-22.jpg,99.90851556046177,0.5975950360298157,714.3017943762243,78.72192210841457
